Property_ID,City,Locality_Type,Property_Type,BHK,Bathrooms,Super_Area_SqFt,Carpet_Area_SqFt,Floor_Number,Total_Floors,Age_of_Property,Furnishing_Status,Parking,Lift_Available,Gated_Community,Distance_to_Metro_km,Distance_to_City_Center_km,Price_INR_Lakhs
MU-511730,Mumbai,Mid-Range,Villa,1,2,1222.46,909.08,26,38,25,Semi-Furnished,1,1,1,0.59,15.01,179.65
MU-413867,Mumbai,Mid-Range,Apartment,2,3,1152.44,802.08,1,37,32,Semi-Furnished,1,1,0,1.16,9.85,166.7
CH-980583,Chennai,Mid-Range,Independent House,3,3,999.65,772.19,12,20,3,Semi-Furnished,1,1,1,0.33,10.75,82.13
HY-641690,Hyderabad,Premium,Apartment,4,4,1187.43,825.04,4,25,21,Unfurnished,1,1,1,5.59,6.06,138.83
JA-616038,Jaipur,Affordable,Apartment,2,2,586.29,405.77,23,33,17,Unfurnished,0,1,0,5.03,11.45,22.1
BA-069525,Bangalore,Affordable,Builder Floor,2,2,938.44,713.87,7,18,2,Unfurnished,0,1,1,3.47,4.23,242.6108518658918
CH-864107,Chennai,Mid-Range,Builder Floor,2,2,1114.62,841.33,20,30,14,Furnished,1,1,0,2.17,4.45,65.69
CH-058174,Chandigarh,Mid-Range,Independent House,2,2,1242.27,881.69,9,19,34,Furnished,1,1,1,0.54,6.52,98.99
MU-524151,Mumbai,Premium,Builder Floor,2,2,2329.09,1798.02,19,26,23,Furnished,1,1,1,1.84,14.15,466.19
DE-653888,Delhi,Premium,Builder Floor,2,3,1231.42,895.93,4,23,34,Semi-Furnished,1,1,1,1.41,9.67,207.69
JA-943750,Jaipur,Mid-Range,Villa,4,5,648.73,521.35,12,28,17,Unfurnished,1,1,0,2.59,1.37,23.35
PU-784716,Pune,Premium,Villa,1,1,1635.32,1367.16,18,33,24,Semi-Furnished,0,1,1,2.06,8.24,193.13
PU-493744,Pune,Mid-Range,Independent House,3,3,959.02,769.22,6,27,25,Unfurnished,1,1,1,0.29,8.92,55.67
KO-560481,Kolkata,Affordable,Apartment,6,6,900.18,752.44,10,15,7,Semi-Furnished,1,1,1,1.04,4.36,62.32
PU-485942,Pune,Mid-Range,Villa,2,2,1396.92,1007.33,24,29,24,Semi-Furnished,1,1,1,2.09,9.26,86.74
HY-638765,Hyderabad,Mid-Range,Villa,2,3,1622.65,1191.68,11,14,16,Unfurnished,1,1,0,2.09,7.03,158.7
BA-163461,Bangalore,Mid-Range,Builder Floor,3,3,1043.59,679.27,33,38,25,Semi-Furnished,1,1,0,3.28,9.56,62.8
CH-070714,Chennai,Affordable,Builder Floor,3,3,640.31,487.98,1,2,16,Semi-Furnished,1,0,0,0.56,8.8,39.11
CH-371130,Chennai,Premium,Independent House,2,3,2092.28,1411.92,0,12,9,Furnished,1,1,0,4.78,12.46,244.14
CH-476208,Chennai,Mid-Range,Independent House,3,3,1045.91,874.99,17,24,21,Furnished,1,1,0,2.9,1.09,69.08
AH-879815,Ahmedabad,Mid-Range,Builder Floor,3,4,664.49,432.72,21,30,11,Furnished,0,1,0,2.54,6.5,47.36
CH-869934,Chennai,Premium,Apartment,3,4,2739.07,1849.11,13,17,21,Unfurnished,1,1,1,5.03,11.69,245.86
MU-583795,Mumbai,Mid-Range,Villa,1,2,1098.96,732.02,6,15,30,Unfurnished,1,1,1,3.53,4.99,204.52
HY-753468,Hyderabad,Affordable,Builder Floor,3,3,961.95,665.23,28,37,26,Semi-Furnished,1,1,1,3.12,12.39,22.63
HY-551290,Hyderabad,Mid-Range,Apartment,4,5,1694.02,1253.71,25,38,29,Furnished,1,1,1,0.62,7.45,104.26
CH-895389,Chennai,Mid-Range,Independent House,2,2,1193.85,782.13,9,12,1,Unfurnished,1,1,1,0.69,19.98,53.98
CH-549527,Chandigarh,Mid-Range,Builder Floor,1,1,1080.92,719.28,9,13,33,Unfurnished,1,1,1,5.17,10.7,53.51
BA-968953,Bangalore,Affordable,Builder Floor,5,5,786.34,652.0,2,5,7,Semi-Furnished,1,1,1,2.47,14.71,61.07
DE-384476,Delhi,Mid-Range,Builder Floor,1,1,658.76,530.23,0,3,19,Semi-Furnished,1,0,1,1.02,0.84,72.22
KO-685426,Kolkata,Mid-Range,Independent House,2,3,1704.79,1278.94,8,15,32,Furnished,0,1,1,2.32,0.27,105.64
DE-548571,Delhi,Premium,Villa,2,3,2445.67,1669.2,20,22,12,Semi-Furnished,1,1,0,2.59,11.26,603.13
HY-277169,Hyderabad,Mid-Range,Apartment,3,3,1598.78,1132.09,0,26,5,Unfurnished,1,1,0,3.35,11.83,100.65
PU-006663,Pune,Mid-Range,Independent House,4,5,761.43,545.23,21,26,7,Semi-Furnished,1,1,0,5.05,3.74,79.36
MU-929411,Mumbai,Premium,Independent House,2,3,2485.62,1754.44,5,7,33,Furnished,1,1,1,4.76,6.4,402.72
HY-823909,Hyderabad,Affordable,Independent House,2,2,445.43,324.53,18,27,27,Semi-Furnished,0,1,1,4.87,8.72,26.73
MU-379431,Mumbai,Premium,Builder Floor,3,4,1124.52,904.98,10,31,7,Furnished,1,1,1,1.89,4.23,420.49
HY-396029,Hyderabad,Affordable,Apartment,3,4,844.89,623.3,1,34,14,Unfurnished,1,1,1,5.09,10.61,48.83
KO-790473,Kolkata,Premium,Apartment,4,5,1178.45,996.94,12,14,34,Semi-Furnished,1,1,0,1.57,12.0,58.02
CH-219405,Chandigarh,Premium,Villa,2,3,2194.01,1669.45,9,13,10,Unfurnished,1,1,0,2.95,4.35,390.29
AH-568992,Ahmedabad,Mid-Range,Apartment,4,5,1604.97,1173.39,10,16,5,Furnished,0,1,1,1.19,12.64,79.45
KO-266356,Kolkata,Affordable,Apartment,2,3,684.34,555.21,0,5,26,Furnished,0,1,1,2.0,7.42,33.66
CH-671133,Chandigarh,Mid-Range,Independent House,2,3,572.44,380.24,25,39,3,Furnished,1,1,0,2.89,7.76,57.35
JA-222752,Jaipur,Affordable,Apartment,2,2,887.4,713.13,0,17,31,Semi-Furnished,1,1,1,4.6,7.73,21.26
BA-393131,Bangalore,Affordable,Independent House,2,2,726.63,537.19,1,2,23,Furnished,1,1,0,6.0,8.74,56.36
PU-718085,Pune,Mid-Range,Apartment,3,4,917.41,612.48,1,5,34,Semi-Furnished,1,1,1,0.83,5.21,82.51
AH-446592,Ahmedabad,Mid-Range,Builder Floor,2,2,1284.51,1077.11,2,38,11,Semi-Furnished,1,1,1,0.11,6.35,55.84
MU-957943,Mumbai,Mid-Range,Villa,3,3,1001.59,839.94,2,7,3,Unfurnished,0,1,1,3.98,7.79,293.16
KO-016509,Kolkata,Affordable,Builder Floor,2,2,1173.42,816.08,1,38,6,Unfurnished,1,1,1,1.19,5.89,53.44
DE-790537,Delhi,Premium,Villa,5,6,1496.4,1131.87,10,28,5,Furnished,0,1,1,3.34,10.15,320.69
PU-045246,Pune,Affordable,Villa,3,3,1094.48,842.4,18,32,7,Furnished,1,1,1,1.28,9.4,61.42
PU-517022,Pune,Mid-Range,Villa,3,4,1312.75,918.5,17,27,21,Furnished,1,1,1,0.73,7.01,113.15
PU-877200,Pune,Mid-Range,Independent House,2,2,1237.23,1018.16,3,7,7,Furnished,1,1,1,2.73,9.04,90.36
CH-708939,Chandigarh,Premium,Apartment,2,3,2013.58,1646.63,1,18,32,Unfurnished,1,1,1,4.12,15.71,63.87514836737256
CH-801151,Chennai,Mid-Range,Independent House,5,6,632.66,464.69,8,13,16,Semi-Furnished,0,1,1,3.36,14.23,21.19
CH-867185,Chennai,Mid-Range,Villa,3,4,1173.95,846.77,2,22,34,Semi-Furnished,0,1,0,4.09,11.61,94.19
PU-255162,Pune,Premium,Builder Floor,2,3,1703.34,1438.8,10,11,29,Unfurnished,1,1,1,3.9,12.46,93.83
BA-140513,Bangalore,Premium,Apartment,3,4,1896.1,1590.05,19,29,4,Semi-Furnished,1,1,1,2.9,7.98,326.81
DE-959273,Delhi,Affordable,Villa,3,3,657.48,454.22,10,14,7,Semi-Furnished,1,1,1,2.02,3.77,115.33
PU-095496,Pune,Mid-Range,Villa,2,2,1488.18,1144.16,14,28,3,Furnished,1,1,0,3.71,12.89,81.19
PU-787549,Pune,Mid-Range,Builder Floor,3,4,1103.57,790.73,7,8,19,Semi-Furnished,1,1,1,6.51,3.87,91.64
MU-946430,Mumbai,Affordable,Villa,1,1,747.93,615.38,4,14,2,Furnished,1,1,0,3.01,14.72,85.34
CH-694356,Chandigarh,Mid-Range,Builder Floor,5,5,946.96,616.91,11,35,0,Unfurnished,1,1,1,4.15,3.12,125.96
KO-357386,Kolkata,Affordable,Villa,3,3,641.41,447.54,4,6,25,Furnished,1,1,0,3.02,8.67,19.45
KO-621339,Kolkata,Premium,Apartment,5,6,1790.29,1386.17,10,35,1,Semi-Furnished,1,1,0,0.73,19.13,80.85
PU-917789,Pune,Mid-Range,Builder Floor,2,2,790.99,640.83,14,15,14,Semi-Furnished,0,1,1,4.45,3.14,83.13
DE-068013,Delhi,Affordable,Villa,1,2,517.08,406.78,0,1,32,Semi-Furnished,1,0,1,7.96,5.97,67.28
CH-741594,Chandigarh,Affordable,Builder Floor,2,2,893.39,696.55,21,22,25,Furnished,0,1,1,1.94,3.99,51.53
PU-020896,Pune,Mid-Range,Villa,2,2,1313.32,870.95,2,11,22,Semi-Furnished,1,1,1,0.9,4.73,137.88
MU-083209,Mumbai,Affordable,Builder Floor,3,4,694.69,571.83,2,12,23,Furnished,1,1,0,0.36,10.2,64.44
MU-957708,Mumbai,Mid-Range,Independent House,2,3,688.78,555.39,12,23,0,Unfurnished,1,1,0,1.21,6.17,173.07
AH-299033,Ahmedabad,Premium,Villa,1,2,2229.08,1893.72,13,16,29,Unfurnished,1,1,1,1.04,9.23,71.06
CH-736972,Chandigarh,Affordable,Apartment,2,3,788.7,528.32,4,14,5,Semi-Furnished,1,1,1,0.6,2.52,44.58
DE-007704,Delhi,Affordable,Independent House,2,2,800.22,654.65,6,21,19,Furnished,1,1,1,0.09,10.75,88.12
CH-576108,Chandigarh,Premium,Independent House,3,4,2800.32,2043.55,4,5,4,Semi-Furnished,0,1,1,7.0,10.56,260.77
AH-109001,Ahmedabad,Mid-Range,Independent House,2,2,1010.59,709.53,1,2,20,Semi-Furnished,1,1,1,5.5,6.95,39.07
AH-714777,Ahmedabad,Mid-Range,Villa,3,3,1570.66,1193.05,3,18,25,Unfurnished,1,1,0,0.86,3.28,107.69
MU-499897,Mumbai,Mid-Range,Builder Floor,2,3,863.87,620.4,21,29,20,Unfurnished,1,1,1,2.78,3.94,184.73
BA-657739,Bangalore,Mid-Range,Independent House,4,4,1327.85,885.44,1,16,12,Semi-Furnished,1,1,0,1.04,5.9,101.02
HY-423290,Hyderabad,Mid-Range,Independent House,4,4,915.34,606.03,2,19,34,Semi-Furnished,0,1,1,10.55,5.76,32.84
PU-378883,Pune,Mid-Range,Villa,1,1,1513.62,1020.83,6,11,8,Furnished,1,1,1,4.18,0.72,121.2
MU-838226,Mumbai,Affordable,Apartment,2,2,874.04,681.38,1,6,19,Unfurnished,1,1,0,0.79,7.61,90.93
KO-664930,Kolkata,Affordable,Apartment,1,2,949.54,727.15,19,24,8,Furnished,1,1,0,4.9,6.35,42.23
PU-604606,Pune,Affordable,Villa,3,3,1020.76,763.88,28,38,10,Unfurnished,0,1,0,1.12,4.83,77.54
MU-765252,Mumbai,Affordable,Villa,1,1,949.93,769.22,14,15,13,Furnished,1,1,1,4.12,10.35,136.91
DE-084428,Delhi,Premium,Independent House,2,2,2806.43,2185.05,7,20,8,Semi-Furnished,1,1,0,4.89,12.43,729.55
MU-751628,Mumbai,Mid-Range,Villa,4,4,1482.35,1194.34,34,36,20,Semi-Furnished,1,1,1,0.62,4.74,274.5
MU-647155,Mumbai,Premium,Independent House,3,3,1123.94,738.67,12,13,22,Unfurnished,1,1,1,5.87,5.72,284.55
MU-730022,Mumbai,Affordable,Builder Floor,2,3,980.21,649.26,21,34,29,Unfurnished,1,1,0,3.63,9.61,105.75
DE-257939,Delhi,Mid-Range,Independent House,3,3,1682.08,1215.44,0,2,24,Unfurnished,0,0,1,5.86,2.66,204.41
MU-378671,Mumbai,Affordable,Builder Floor,5,6,821.05,552.85,3,6,23,Semi-Furnished,1,1,0,5.78,8.79,67.42
AH-672001,Ahmedabad,Mid-Range,Independent House,1,2,1186.09,967.67,8,9,32,Unfurnished,0,1,1,2.12,12.79,44.03
CH-779415,Chennai,Mid-Range,Villa,1,2,1636.55,1175.92,1,3,29,Semi-Furnished,0,0,0,3.52,4.05,409.25080744328835
CH-829332,Chennai,Mid-Range,Builder Floor,3,4,1213.16,962.17,14,15,22,Semi-Furnished,1,1,0,4.63,4.27,58.89
MU-204750,Mumbai,Mid-Range,Apartment,2,2,1149.45,811.15,0,11,3,Unfurnished,1,1,0,3.4,8.81,251.84
CH-717928,Chandigarh,Premium,Independent House,2,3,2479.93,1701.75,1,15,16,Unfurnished,0,1,1,4.22,2.34,377.95
HY-669535,Hyderabad,Affordable,Independent House,3,3,696.5,507.29,0,15,1,Furnished,1,1,1,7.68,3.43,50.21
PU-844716,Pune,Mid-Range,Villa,5,6,1080.96,776.0,0,4,18,Furnished,0,1,0,2.12,4.05,60.75
CH-456575,Chandigarh,Premium,Builder Floor,4,5,1712.73,1260.84,0,1,21,Semi-Furnished,1,0,1,4.43,4.27,184.06
KO-078018,Kolkata,Mid-Range,Villa,2,3,900.64,672.16,0,16,5,Furnished,1,1,1,3.88,11.7,62.15
PU-304347,Pune,Affordable,Apartment,1,1,1034.06,787.84,20,21,2,Semi-Furnished,0,1,0,0.2,4.86,57.23
AH-338986,Ahmedabad,Mid-Range,Apartment,3,3,707.38,461.3,13,19,26,Furnished,1,1,1,2.21,8.65,16.42
BA-991282,Bangalore,Premium,Builder Floor,3,4,2380.96,1555.97,7,26,9,Furnished,1,1,0,0.77,3.06,348.99
PU-107922,Pune,Mid-Range,Villa,1,1,864.68,596.36,29,36,19,Semi-Furnished,1,1,1,2.98,10.05,77.15
PU-671440,Pune,Mid-Range,Independent House,4,4,952.74,640.42,18,21,15,Semi-Furnished,1,1,0,0.78,11.06,89.28
KO-761037,Kolkata,Mid-Range,Villa,5,5,1099.76,783.1,1,35,5,Semi-Furnished,1,1,1,0.21,0.51,123.32
JA-030170,Jaipur,Mid-Range,Apartment,4,4,993.04,698.38,4,31,21,Semi-Furnished,1,1,0,6.31,4.85,43.79
JA-099020,Jaipur,Mid-Range,Independent House,6,6,973.16,816.14,1,2,14,Unfurnished,1,1,1,4.25,17.11,17.72
AH-970020,Ahmedabad,Mid-Range,Villa,2,3,919.05,641.15,6,13,27,Semi-Furnished,1,1,0,1.66,2.99,42.77
KO-931753,Kolkata,Mid-Range,Builder Floor,2,3,1349.73,877.41,0,1,12,Furnished,0,1,0,0.71,4.69,131.47
MU-589440,Mumbai,Mid-Range,Apartment,5,5,1182.86,798.49,16,37,27,Semi-Furnished,1,1,0,4.68,10.9,176.16
KO-285751,Kolkata,Mid-Range,Apartment,4,5,964.53,811.76,10,20,15,Furnished,0,1,0,4.3,4.73,60.73
HY-685722,Hyderabad,Mid-Range,Independent House,3,4,1084.26,869.36,2,13,7,Furnished,1,1,1,1.6,4.77,122.51
AH-626084,Ahmedabad,Premium,Villa,4,5,2407.23,1597.61,0,2,13,Furnished,1,1,0,1.14,7.3,142.08
HY-694721,Hyderabad,Mid-Range,Villa,3,3,937.64,624.01,0,1,20,Semi-Furnished,1,0,1,1.07,2.38,56.41
BA-962870,Bangalore,Mid-Range,Independent House,2,3,1260.76,950.91,3,13,2,Furnished,0,1,1,4.64,14.22,138.9
AH-545538,Ahmedabad,Affordable,Villa,2,2,470.29,383.98,29,32,33,Furnished,1,1,1,3.75,7.48,24.950003715636264
MU-118193,Mumbai,Affordable,Independent House,3,4,760.84,581.22,0,5,2,Unfurnished,1,1,0,2.21,8.42,98.51
CH-771792,Chandigarh,Mid-Range,Builder Floor,3,3,639.35,505.82,11,32,22,Furnished,1,1,0,3.57,1.34,46.84
HY-680511,Hyderabad,Premium,Independent House,2,2,2927.04,2097.06,0,1,27,Unfurnished,1,1,1,5.66,6.69,132.24
KO-172949,Kolkata,Mid-Range,Independent House,3,4,1729.98,1211.19,6,8,18,Unfurnished,1,1,0,3.15,12.53,68.69
KO-295250,Kolkata,Mid-Range,Builder Floor,1,1,1069.22,722.37,5,20,31,Semi-Furnished,1,1,0,1.91,4.37,198.3141079094858
DE-786202,Delhi,Premium,Independent House,3,3,2552.1,1783.15,1,4,1,Furnished,1,1,1,4.43,1.19,865.28
BA-547229,Bangalore,Mid-Range,Builder Floor,1,1,1398.22,1088.58,13,22,28,Unfurnished,0,1,1,3.47,5.48,113.63
KO-403663,Kolkata,Affordable,Builder Floor,2,2,772.03,510.79,2,7,1,Furnished,0,1,0,4.85,5.53,24.85
BA-459911,Bangalore,Mid-Range,Builder Floor,4,4,701.86,533.13,31,39,16,Furnished,0,1,0,6.64,4.8,85.34
CH-635779,Chandigarh,Affordable,Villa,2,2,793.77,619.49,32,37,34,Furnished,1,1,0,4.94,11.39,39.33
AH-713955,Ahmedabad,Mid-Range,Builder Floor,5,5,1440.02,1171.88,4,18,5,Furnished,0,1,0,4.62,0.51,58.02
JA-675550,Jaipur,Mid-Range,Villa,1,1,1225.95,930.93,0,5,24,Unfurnished,1,1,1,0.65,10.9,56.17
HY-145900,Hyderabad,Mid-Range,Apartment,3,4,1299.34,944.2,11,27,27,Furnished,0,1,0,6.58,2.45,54.01
AH-590073,Ahmedabad,Premium,Apartment,1,2,2713.5,1962.77,12,29,4,Furnished,0,1,1,3.74,11.74,174.63
AH-705466,Ahmedabad,Affordable,Independent House,2,2,755.81,540.62,0,2,32,Furnished,1,0,1,3.05,2.46,30.16
BA-117271,Bangalore,Affordable,Apartment,6,6,378.77,299.57,32,33,10,Semi-Furnished,1,1,0,7.56,0.94,21.31
HY-991704,Hyderabad,Affordable,Apartment,4,5,862.5,710.68,0,1,29,Unfurnished,0,1,0,5.21,11.14,24.68
DE-377683,Delhi,Mid-Range,Independent House,4,5,1022.04,736.51,9,11,5,Unfurnished,1,1,0,4.11,7.32,173.0
DE-171960,Delhi,Mid-Range,Independent House,3,4,1249.57,911.96,16,36,8,Furnished,1,1,1,3.03,14.17,109.04
MU-638255,Mumbai,Premium,Builder Floor,4,5,1680.16,1340.13,9,13,21,Semi-Furnished,1,1,1,2.6,5.07,481.43
DE-467096,Delhi,Mid-Range,Villa,2,2,1073.37,892.38,0,29,29,Unfurnished,1,1,1,2.98,3.26,155.64
MU-180923,Mumbai,Affordable,Apartment,3,4,614.71,514.31,12,29,20,Unfurnished,1,1,0,1.08,12.57,68.61
KO-148355,Kolkata,Affordable,Builder Floor,3,4,577.77,395.9,4,24,20,Unfurnished,1,1,1,2.31,8.73,25.84
BA-426599,Bangalore,Mid-Range,Villa,1,1,896.3,622.9,10,26,6,Furnished,1,1,0,1.06,12.52,44.76
BA-619813,Bangalore,Mid-Range,Builder Floor,2,3,1409.65,1096.79,10,15,19,Semi-Furnished,1,1,1,2.24,6.42,110.31
PU-807469,Pune,Mid-Range,Apartment,2,3,1090.85,787.87,16,23,28,Semi-Furnished,0,1,1,0.46,11.07,72.56
BA-379558,Bangalore,Mid-Range,Builder Floor,3,3,1622.96,1286.21,7,18,14,Furnished,1,1,0,3.07,5.5,137.96
CH-589707,Chandigarh,Premium,Villa,1,1,1642.65,1222.42,20,21,20,Furnished,1,1,0,3.14,4.49,185.27
PU-342923,Pune,Affordable,Villa,3,3,948.59,717.23,20,31,1,Furnished,0,1,1,1.19,11.43,62.66
BA-675858,Bangalore,Affordable,Independent House,1,1,543.94,357.02,0,6,4,Semi-Furnished,1,1,0,0.4,8.23,38.76
DE-646440,Delhi,Premium,Independent House,3,4,1773.69,1336.09,17,22,13,Semi-Furnished,0,1,1,3.68,1.05,465.16
JA-857243,Jaipur,Premium,Builder Floor,4,4,2430.78,1953.85,6,17,16,Unfurnished,1,1,0,5.93,10.82,78.44
DE-769399,Delhi,Mid-Range,Builder Floor,3,3,1151.96,977.27,14,16,34,Furnished,1,1,1,0.59,8.78,66.40063885940074
AH-806944,Ahmedabad,Mid-Range,Independent House,3,3,1210.79,852.94,11,31,30,Furnished,0,1,0,3.73,2.99,45.37
CH-228926,Chennai,Affordable,Builder Floor,1,1,984.67,650.33,13,24,23,Unfurnished,1,1,1,2.08,9.2,60.78
MU-818065,Mumbai,Mid-Range,Independent House,4,4,696.84,468.99,28,39,25,Semi-Furnished,1,1,1,1.63,5.55,94.44
CH-858139,Chennai,Mid-Range,Villa,3,3,1415.05,1142.22,14,18,0,Furnished,1,1,1,2.23,6.36,138.89
HY-879175,Hyderabad,Mid-Range,Villa,3,3,823.88,694.61,20,31,0,Unfurnished,1,1,1,3.43,3.67,71.76
PU-541607,Pune,Mid-Range,Villa,2,3,984.94,832.61,24,26,29,Furnished,0,1,1,6.12,8.42,67.53
DE-559220,Delhi,Affordable,Villa,3,4,863.18,566.81,4,12,1,Semi-Furnished,1,1,1,1.77,9.17,110.31
DE-920922,Delhi,Mid-Range,Builder Floor,4,5,984.22,696.3,2,33,16,Furnished,1,1,0,4.6,13.0,127.27
JA-718318,Jaipur,Mid-Range,Apartment,3,3,1639.59,1202.02,21,33,11,Semi-Furnished,0,1,0,3.91,3.69,55.07
KO-762018,Kolkata,Affordable,Independent House,4,5,730.9,570.31,2,4,13,Furnished,1,1,1,2.85,4.74,23.34
PU-251700,Pune,Mid-Range,Villa,2,2,990.2,699.18,10,13,21,Furnished,1,1,0,0.6,3.72,127.61
HY-053953,Hyderabad,Mid-Range,Independent House,6,6,1597.59,1284.0,0,3,28,Furnished,1,0,0,4.22,7.09,91.54
PU-908919,Pune,Mid-Range,Independent House,2,3,938.03,766.1,5,35,13,Unfurnished,1,1,0,4.66,7.22,79.84
CH-387047,Chandigarh,Premium,Independent House,3,3,1684.44,1152.31,11,16,13,Unfurnished,1,1,1,4.64,5.57,265.66
HY-600752,Hyderabad,Mid-Range,Villa,4,5,1473.89,980.12,4,8,29,Furnished,1,1,0,3.64,6.15,98.89
JA-669624,Jaipur,Mid-Range,Builder Floor,2,2,807.88,599.96,0,19,33,Semi-Furnished,1,1,1,0.84,7.23,19.35
KO-633310,Kolkata,Mid-Range,Independent House,6,6,845.44,553.88,19,22,21,Furnished,0,1,0,3.9,12.96,39.14
HY-484034,Hyderabad,Affordable,Builder Floor,1,2,620.8,462.24,0,1,7,Unfurnished,1,0,0,1.14,6.24,19.19
PU-240954,Pune,Affordable,Villa,1,2,737.01,517.97,11,27,27,Semi-Furnished,1,1,0,3.91,6.65,33.71
DE-600337,Delhi,Mid-Range,Apartment,3,4,1276.64,1026.77,3,6,3,Furnished,1,1,0,3.14,13.53,196.26
KO-161998,Kolkata,Mid-Range,Independent House,2,3,785.89,666.16,19,33,21,Furnished,1,1,1,4.25,11.86,58.6
CH-158262,Chennai,Premium,Independent House,2,2,2378.96,1716.14,26,37,25,Unfurnished,1,1,0,3.34,7.83,192.04
CH-252920,Chennai,Mid-Range,Builder Floor,4,5,1090.15,857.89,18,36,27,Semi-Furnished,1,1,1,3.48,9.98,65.92
BA-834519,Bangalore,Mid-Range,Apartment,5,6,1249.02,1043.76,10,38,16,Unfurnished,1,1,1,1.1,3.43,80.92
CH-692614,Chandigarh,Premium,Independent House,2,2,1894.64,1340.5,11,21,31,Unfurnished,0,1,1,4.65,5.37,174.56
HY-096551,Hyderabad,Mid-Range,Independent House,5,6,1151.6,820.01,7,36,29,Semi-Furnished,1,1,0,3.04,12.86,73.83
CH-189577,Chandigarh,Affordable,Villa,3,4,1078.31,899.86,9,13,32,Unfurnished,1,1,0,2.36,5.83,52.76
MU-492958,Mumbai,Mid-Range,Builder Floor,2,2,994.98,763.52,4,22,15,Furnished,0,1,1,1.53,11.44,133.61
HY-026495,Hyderabad,Mid-Range,Builder Floor,5,5,1452.8,1091.24,0,21,31,Semi-Furnished,1,1,0,3.54,11.15,72.33
PU-679790,Pune,Premium,Villa,4,5,1501.78,996.35,6,38,32,Semi-Furnished,1,1,0,6.25,1.36,113.46
KO-943518,Kolkata,Affordable,Builder Floor,4,4,497.94,368.29,20,32,29,Semi-Furnished,1,1,0,1.87,8.64,21.15
DE-664689,Delhi,Premium,Apartment,3,4,1766.33,1230.34,1,16,6,Semi-Furnished,1,1,1,1.45,8.09,299.02
BA-540399,Bangalore,Mid-Range,Independent House,3,3,1537.06,1064.49,15,23,13,Unfurnished,1,1,1,7.29,6.76,112.94
KO-340187,Kolkata,Mid-Range,Builder Floor,2,2,1385.67,1138.07,30,32,34,Unfurnished,1,1,1,5.25,5.9,49.78
CH-978892,Chandigarh,Mid-Range,Builder Floor,2,2,843.67,625.38,18,20,27,Unfurnished,1,1,1,4.53,7.01,65.55
JA-319586,Jaipur,Mid-Range,Independent House,2,2,1150.98,962.39,5,15,24,Unfurnished,1,1,1,3.36,7.04,59.26
JA-548457,Jaipur,Affordable,Apartment,1,1,946.01,665.31,0,6,15,Furnished,0,1,1,0.76,9.51,21.33
MU-276626,Mumbai,Mid-Range,Villa,2,2,1758.56,1368.21,8,12,34,Furnished,0,1,1,5.81,6.3,222.19
DE-426901,Delhi,Premium,Builder Floor,4,4,1620.12,1073.05,5,20,15,Furnished,1,1,0,3.19,4.49,1457.9223398075353
JA-983523,Jaipur,Mid-Range,Builder Floor,5,6,1185.21,908.94,2,28,5,Furnished,0,1,1,2.71,10.09,67.57
JA-055710,Jaipur,Affordable,Independent House,3,3,1053.0,686.7,25,26,0,Furnished,1,1,1,4.94,7.44,96.94717153628228
PU-743955,Pune,Affordable,Independent House,1,2,825.89,595.75,23,25,32,Furnished,1,1,1,5.99,5.95,47.98
DE-372453,Delhi,Mid-Range,Villa,2,3,1291.17,1090.82,4,12,17,Semi-Furnished,0,1,1,3.63,6.94,139.95
PU-750900,Pune,Affordable,Apartment,2,3,1062.08,894.57,2,28,0,Unfurnished,1,1,0,5.18,11.98,64.87
KO-431854,Kolkata,Premium,Independent House,1,1,2558.28,1862.3,0,1,15,Semi-Furnished,0,1,0,3.49,5.67,141.29
CH-993025,Chandigarh,Mid-Range,Villa,4,4,855.71,642.2,13,33,0,Furnished,1,1,1,0.56,14.61,55.34
KO-236715,Kolkata,Mid-Range,Apartment,3,4,1577.2,1034.19,31,37,6,Unfurnished,1,1,1,3.58,7.57,106.83
JA-934678,Jaipur,Affordable,Villa,5,6,408.38,310.81,21,25,29,Semi-Furnished,1,1,1,1.44,1.74,10.0
HY-373145,Hyderabad,Affordable,Villa,2,2,626.45,474.98,2,10,18,Unfurnished,1,1,0,2.31,14.31,23.87
MU-813707,Mumbai,Premium,Builder Floor,1,1,1610.91,1275.81,20,21,18,Unfurnished,0,1,1,5.42,14.25,225.78
DE-212632,Delhi,Mid-Range,Villa,2,3,1538.73,1138.21,9,14,33,Unfurnished,0,1,1,2.92,4.1,125.43
CH-045182,Chandigarh,Mid-Range,Apartment,2,2,1431.59,1113.59,2,3,11,Furnished,1,1,0,2.19,7.2,106.23
BA-715215,Bangalore,Mid-Range,Villa,1,1,604.28,472.3,7,11,22,Unfurnished,0,1,1,3.63,12.92,42.25
CH-653994,Chandigarh,Mid-Range,Apartment,3,3,1291.92,888.74,6,16,31,Semi-Furnished,1,1,0,0.63,9.74,107.21
JA-056385,Jaipur,Mid-Range,Independent House,2,3,1495.59,1065.57,0,7,3,Unfurnished,1,1,1,1.61,3.09,49.41
MU-838481,Mumbai,Mid-Range,Villa,1,1,947.94,620.18,0,26,2,Furnished,0,1,0,1.52,3.72,294.12
MU-463414,Mumbai,Affordable,Villa,1,1,907.75,626.52,9,16,29,Unfurnished,1,1,1,1.16,13.26,97.97
